puzzle_id,solved,correct,time_seconds,nodes_explored,backtracks,arc_revisions,steps,error
lgp-test-5x2-24,True,True,0.0000,11,0,62,11,"{""1"": {""name"": ""Peter"", ""smoothie"": ""cherry""}, ""2"": {""name"": ""Eric"", ""smoothie"": ""lime""}, ""3"": {""name"": ""Alice"", ""smoothie"": ""dragonfruit""}, ""4"": {""smoothie"": ""desert"", ""name"": ""Arnold""}, ""5"": {""smoothie"": ""watermelon"", ""name"": ""Bob""}}",
lgp-test-3x5-0,True,False,0.0010,16,0,45,16,"{""1"": {""name"": ""Eric"", ""smoothie"": ""watermelon"", ""height"": ""short"", ""month"": ""april"", ""genre"": ""science fiction""}, ""2"": {""smoothie"": ""desert"", ""height"": ""average"", ""name"": ""Peter"", ""month"": ""jan"", ""genre"": ""romance""}, ""3"": {""smoothie"": ""cherry"", ""height"": ""very short"", ""name"": ""Arnold"", ""genre"": ""mystery"", ""month"": ""sept""}}",
lgp-test-5x4-28,True,True,0.0020,45,28,117,45,"{""1"": {""name"": ""Peter"", ""vacation"": ""city"", ""house"": ""ranch"", ""smoothie"": ""cherry""}, ""2"": {""name"": ""Eric"", ""house"": ""victorian"", ""vacation"": ""beach"", ""smoothie"": ""watermelon""}, ""3"": {""house"": ""colonial"", ""name"": ""Bob"", ""vacation"": ""cruise"", ""smoothie"": ""dragonfruit""}, ""4"": {""name"": ""Arnold"", ""vacation"": ""mountain"", ""smoothie"": ""desert"", ""house"": ""craftsman""}, ""5"": {""vacation"": ""camping"", ""name"": ""Alice"", ""smoothie"": ""lime"", ""house"": ""modern""}}",
lgp-test-4x3-17,True,True,0.0000,13,0,55,13,"{""1"": {""genre"": ""jazz"", ""name"": ""Eric"", ""education"": ""associate""}, ""2"": {""genre"": ""rock"", ""name"": ""Alice"", ""education"": ""master""}, ""3"": {""genre"": ""pop"", ""education"": ""high school"", ""name"": ""Peter""}, ""4"": {""genre"": ""classical"", ""education"": ""bachelor"", ""name"": ""Arnold""}}",
lgp-test-6x3-33,True,True,0.0010,19,0,132,19,"{""1"": {""name"": ""Peter"", ""genre"": ""pop"", ""month"": ""may""}, ""2"": {""name"": ""Bob"", ""month"": ""mar"", ""genre"": ""classical""}, ""3"": {""name"": ""Alice"", ""genre"": ""country"", ""month"": ""april""}, ""4"": {""name"": ""Arnold"", ""genre"": ""jazz"", ""month"": ""feb""}, ""5"": {""name"": ""Eric"", ""genre"": ""rock"", ""month"": ""jan""}, ""6"": {""name"": ""Carol"", ""genre"": ""hip hop"", ""month"": ""sept""}}",
lgp-test-3x5-6,True,True,0.0010,16,0,49,16,"{""1"": {""name"": ""Peter"", ""sport"": ""basketball"", ""occupation"": ""doctor"", ""cigar"": ""prince"", ""model"": ""ford f150""}, ""2"": {""name"": ""Arnold"", ""sport"": ""tennis"", ""occupation"": ""engineer"", ""cigar"": ""blue master"", ""model"": ""toyota camry""}, ""3"": {""name"": ""Eric"", ""sport"": ""soccer"", ""occupation"": ""teacher"", ""model"": ""tesla model 3"", ""cigar"": ""pall mall""}}",
lgp-test-2x5-6,True,True,0.0010,11,0,17,11,"{""1"": {""name"": ""Eric"", ""lunch"": ""grilled cheese"", ""genre"": ""science fiction"", ""smoothie"": ""cherry"", ""flower"": ""carnations""}, ""2"": {""name"": ""Arnold"", ""lunch"": ""pizza"", ""genre"": ""mystery"", ""smoothie"": ""desert"", ""flower"": ""daffodils""}}",
lgp-test-2x5-12,True,True,0.0000,11,0,20,11,"{""1"": {""vacation"": ""beach"", ""child"": ""Bella"", ""sport"": ""basketball"", ""name"": ""Arnold"", ""occupation"": ""doctor""}, ""2"": {""vacation"": ""mountain"", ""child"": ""Fred"", ""sport"": ""soccer"", ""name"": ""Eric"", ""occupation"": ""engineer""}}",
lgp-test-6x2-17,True,True,0.0010,13,1,78,13,"{""1"": {""name"": ""Arnold"", ""model"": ""bmw 3 series""}, ""2"": {""name"": ""Peter"", ""model"": ""ford f150""}, ""3"": {""model"": ""tesla model 3"", ""name"": ""Bob""}, ""4"": {""name"": ""Alice"", ""model"": ""chevrolet silverado""}, ""5"": {""name"": ""Carol"", ""model"": ""honda civic""}, ""6"": {""model"": ""toyota camry"", ""name"": ""Eric""}}",
lgp-test-3x6-37,True,True,0.0000,19,0,53,19,"{""1"": {""name"": ""Arnold"", ""smoothie"": ""desert"", ""animal"": ""horse"", ""are"": ""Holly"", ""genre"": ""rock"", ""color"": ""yellow""}, ""2"": {""name"": ""Peter"", ""smoothie"": ""watermelon"", ""animal"": ""bird"", ""are"": ""Janelle"", ""genre"": ""classical"", ""color"": ""red""}, ""3"": {""name"": ""Eric"", ""animal"": ""cat"", ""smoothie"": ""cherry"", ""are"": ""Aniya"", ""genre"": ""pop"", ""color"": ""white""}}",
lgp-test-6x4-35,True,True,0.0010,26,3,170,26,"{""1"": {""name"": ""Alice"", ""house"": ""victorian"", ""occupation"": ""lawyer"", ""sport"": ""swimming""}, ""2"": {""name"": ""Arnold"", ""occupation"": ""engineer"", ""sport"": ""volleyball"", ""house"": ""craftsman""}, ""3"": {""name"": ""Peter"", ""occupation"": ""artist"", ""sport"": ""baseball"", ""house"": ""ranch""}, ""4"": {""name"": ""Carol"", ""house"": ""colonial"", ""occupation"": ""doctor"", ""sport"": ""soccer""}, ""5"": {""name"": ""Eric"", ""house"": ""mediterranean"", ""sport"": ""basketball"", ""occupation"": ""nurse""}, ""6"": {""name"": ""Bob"", ""house"": ""modern"", ""sport"": ""tennis"", ""occupation"": ""teacher""}}",
lgp-test-6x6-33,True,False,0.0070,158,158,254,158,"{""1"": {""flower"": ""carnations"", ""smoothie"": ""dragonfruit"", ""name"": ""Peter"", ""nationalitie"": ""norwegian"", ""pet"": ""dog"", ""hobby"": ""knitting""}, ""2"": {""nationalitie"": ""german"", ""name"": ""Alice"", ""smoothie"": ""blueberry"", ""pet"": ""bird"", ""flower"": ""tulips"", ""hobby"": ""painting""}, ""3"": {""hobby"": ""photography"", ""name"": ""Bob"", ""flower"": ""lilies"", ""smoothie"": ""watermelon"", ""nationalitie"": ""dane"", ""pet"": ""rabbit""}, ""4"": {""hobby"": ""woodworking"", ""smoothie"": ""lime"", ""name"": ""Arnold"", ""flower"": ""iris"", ""pet"": ""fish"", ""nationalitie"": ""brit""}, ""5"": {""pet"": ""hamster"", ""flower"": ""daffodils"", ""hobby"": ""cooking"", ""nationalitie"": ""swede"", ""smoothie"": ""cherry"", ""name"": ""Carol""}, ""6"": {""pet"": ""cat"", ""smoothie"": ""desert"", ""hobby"": ""gardening"", ""name"": ""Eric"", ""flower"": ""roses"", ""nationalitie"": ""chinese""}}",
lgp-test-4x2-15,True,True,0.0000,9,0,35,9,"{""1"": {""genre"": ""science fiction"", ""name"": ""Peter""}, ""2"": {""name"": ""Eric"", ""genre"": ""fantasy""}, ""3"": {""name"": ""Alice"", ""genre"": ""mystery""}, ""4"": {""genre"": ""romance"", ""name"": ""Arnold""}}",
lgp-test-4x6-35,False,False,0.0010,0,0,93,0,,
lgp-test-3x3-18,True,True,0.0010,15,7,32,15,"{""1"": {""name"": ""Eric"", ""hobby"": ""cooking"", ""genre"": ""pop""}, ""2"": {""name"": ""Arnold"", ""hobby"": ""photography"", ""genre"": ""rock""}, ""3"": {""name"": ""Peter"", ""hobby"": ""gardening"", ""genre"": ""classical""}}",
lgp-test-3x4-33,True,True,0.0000,13,0,37,13,"{""1"": {""name"": ""Arnold"", ""house"": ""ranch"", ""nationalitie"": ""dane"", ""pet"": ""cat""}, ""2"": {""name"": ""Eric"", ""house"": ""colonial"", ""nationalitie"": ""swede"", ""pet"": ""dog""}, ""3"": {""name"": ""Peter"", ""house"": ""victorian"", ""nationalitie"": ""brit"", ""pet"": ""fish""}}",
lgp-test-4x2-9,True,True,0.0000,9,0,37,9,"{""1"": {""name"": ""Eric"", ""occupation"": ""teacher""}, ""2"": {""name"": ""Alice"", ""occupation"": ""doctor""}, ""3"": {""name"": ""Arnold"", ""occupation"": ""engineer""}, ""4"": {""name"": ""Peter"", ""occupation"": ""artist""}}",
lgp-test-2x6-2,True,True,0.0000,13,0,16,13,"{""1"": {""name"": ""Eric"", ""smoothie"": ""desert"", ""color"": ""red"", ""cigar"": ""prince"", ""model"": ""ford f150"", ""drink"": ""water""}, ""2"": {""name"": ""Arnold"", ""smoothie"": ""cherry"", ""color"": ""yellow"", ""cigar"": ""pall mall"", ""model"": ""tesla model 3"", ""drink"": ""tea""}}",
lgp-test-3x4-24,True,True,0.0000,13,0,36,13,"{""1"": {""name"": ""Peter"", ""are"": ""Janelle"", ""height"": ""average"", ""sport"": ""tennis""}, ""2"": {""name"": ""Arnold"", ""are"": ""Aniya"", ""height"": ""very short"", ""sport"": ""basketball""}, ""3"": {""name"": ""Eric"", ""are"": ""Holly"", ""height"": ""short"", ""sport"": ""soccer""}}",
lgp-test-3x4-6,True,False,0.0010,13,0,40,13,"{""1"": {""name"": ""Eric"", ""model"": ""tesla model 3"", ""color"": ""blonde"", ""smoothie"": ""cherry""}, ""2"": {""smoothie"": ""desert"", ""name"": ""Arnold"", ""model"": ""toyota camry"", ""color"": ""black""}, ""3"": {""name"": ""Peter"", ""smoothie"": ""watermelon"", ""model"": ""ford f150"", ""color"": ""brown""}}",
lgp-test-5x3-4,True,False,0.0010,20,5,82,20,"{""1"": {""name"": ""Bob"", ""color"": ""blue"", ""flower"": ""daffodils""}, ""2"": {""color"": ""red"", ""name"": ""Eric"", ""flower"": ""lilies""}, ""3"": {""color"": ""white"", ""name"": ""Arnold"", ""flower"": ""tulips""}, ""4"": {""color"": ""yellow"", ""name"": ""Peter"", ""flower"": ""roses""}, ""5"": {""name"": ""Alice"", ""color"": ""green"", ""flower"": ""carnations""}}",
lgp-test-5x2-35,True,True,0.0010,11,0,56,11,"{""1"": {""name"": ""Eric"", ""model"": ""tesla model 3""}, ""2"": {""name"": ""Peter"", ""model"": ""ford f150""}, ""3"": {""name"": ""Arnold"", ""model"": ""bmw 3 series""}, ""4"": {""name"": ""Bob"", ""model"": ""toyota camry""}, ""5"": {""name"": ""Alice"", ""model"": ""honda civic""}}",
lgp-test-3x5-33,True,False,0.0000,16,0,47,16,"{""1"": {""name"": ""Arnold"", ""drink"": ""tea"", ""flower"": ""daffodils"", ""occupation"": ""engineer"", ""vacation"": ""beach""}, ""2"": {""name"": ""Peter"", ""drink"": ""milk"", ""flower"": ""lilies"", ""vacation"": ""mountain"", ""occupation"": ""doctor""}, ""3"": {""name"": ""Eric"", ""drink"": ""water"", ""flower"": ""carnations"", ""vacation"": ""city"", ""occupation"": ""teacher""}}",
lgp-test-2x3-28,True,True,0.0000,7,0,11,7,"{""1"": {""name"": ""Eric"", ""height"": ""short"", ""genre"": ""mystery""}, ""2"": {""name"": ""Arnold"", ""height"": ""very short"", ""genre"": ""science fiction""}}",
lgp-test-5x3-38,True,False,0.0010,16,2,74,16,"{""1"": {""name"": ""Bob"", ""child"": ""Timothy"", ""hobby"": ""painting""}, ""2"": {""name"": ""Alice"", ""hobby"": ""cooking"", ""child"": ""Samantha""}, ""3"": {""name"": ""Arnold"", ""child"": ""Bella"", ""hobby"": ""knitting""}, ""4"": {""name"": ""Peter"", ""child"": ""Meredith"", ""hobby"": ""photography""}, ""5"": {""name"": ""Eric"", ""hobby"": ""gardening"", ""child"": ""Fred""}}",
lgp-test-6x2-33,True,True,0.0010,13,0,91,13,"{""1"": {""name"": ""Carol"", ""flower"": ""iris""}, ""2"": {""name"": ""Eric"", ""flower"": ""carnations""}, ""3"": {""name"": ""Arnold"", ""flower"": ""tulips""}, ""4"": {""name"": ""Peter"", ""flower"": ""daffodils""}, ""5"": {""name"": ""Bob"", ""flower"": ""lilies""}, ""6"": {""name"": ""Alice"", ""flower"": ""roses""}}",
lgp-test-6x5-15,False,False,0.0040,90,120,205,90,,
lgp-test-5x3-39,True,True,0.0010,16,0,105,16,"{""1"": {""name"": ""Alice"", ""pet"": ""dog"", ""cigar"": ""blends""}, ""2"": {""name"": ""Eric"", ""pet"": ""hamster"", ""cigar"": ""dunhill""}, ""3"": {""name"": ""Arnold"", ""pet"": ""cat"", ""cigar"": ""pall mall""}, ""4"": {""name"": ""Peter"", ""pet"": ""bird"", ""cigar"": ""prince""}, ""5"": {""name"": ""Bob"", ""pet"": ""fish"", ""cigar"": ""blue master""}}",
lgp-test-5x4-39,True,False,0.0010,21,0,108,21,"{""1"": {""name"": ""Peter"", ""height"": ""short"", ""lunch"": ""spaghetti"", ""hobby"": ""painting""}, ""2"": {""lunch"": ""stew"", ""name"": ""Eric"", ""height"": ""very tall"", ""hobby"": ""knitting""}, ""3"": {""height"": ""tall"", ""lunch"": ""grilled cheese"", ""name"": ""Bob"", ""hobby"": ""photography""}, ""4"": {""name"": ""Alice"", ""lunch"": ""stir fry"", ""height"": ""average"", ""hobby"": ""cooking""}, ""5"": {""height"": ""very short"", ""lunch"": ""pizza"", ""name"": ""Arnold"", ""hobby"": ""gardening""}}",
lgp-test-3x2-37,True,True,0.0000,7,0,14,7,"{""1"": {""name"": ""Arnold"", ""cigar"": ""pall mall""}, ""2"": {""name"": ""Peter"", ""cigar"": ""prince""}, ""3"": {""name"": ""Eric"", ""cigar"": ""blue master""}}",
lgp-test-3x3-25,True,True,0.0000,10,0,26,10,"{""1"": {""name"": ""Arnold"", ""are"": ""Holly"", ""hobby"": ""cooking""}, ""2"": {""name"": ""Peter"", ""are"": ""Aniya"", ""hobby"": ""gardening""}, ""3"": {""name"": ""Eric"", ""are"": ""Janelle"", ""hobby"": ""photography""}}",
lgp-test-2x4-10,True,True,0.0000,9,0,12,9,"{""1"": {""name"": ""Arnold"", ""month"": ""sept"", ""model"": ""tesla model 3"", ""nationalitie"": ""dane""}, ""2"": {""name"": ""Eric"", ""month"": ""april"", ""model"": ""ford f150"", ""nationalitie"": ""brit""}}",
lgp-test-6x2-35,True,True,0.0000,18,7,89,18,"{""1"": {""name"": ""Eric"", ""education"": ""high school""}, ""2"": {""education"": ""associate"", ""name"": ""Carol""}, ""3"": {""education"": ""doctorate"", ""name"": ""Peter""}, ""4"": {""name"": ""Alice"", ""education"": ""master""}, ""5"": {""name"": ""Arnold"", ""education"": ""trade school""}, ""6"": {""name"": ""Bob"", ""education"": ""bachelor""}}",
lgp-test-6x3-22,True,True,0.0010,19,0,129,19,"{""1"": {""name"": ""Arnold"", ""animal"": ""cat"", ""occupation"": ""nurse""}, ""2"": {""name"": ""Carol"", ""animal"": ""horse"", ""occupation"": ""engineer""}, ""3"": {""name"": ""Eric"", ""animal"": ""rabbit"", ""occupation"": ""teacher""}, ""4"": {""name"": ""Alice"", ""animal"": ""bird"", ""occupation"": ""lawyer""}, ""5"": {""name"": ""Peter"", ""animal"": ""dog"", ""occupation"": ""artist""}, ""6"": {""name"": ""Bob"", ""animal"": ""fish"", ""occupation"": ""doctor""}}",
lgp-test-2x3-14,True,True,0.0000,7,0,8,7,"{""1"": {""name"": ""Eric"", ""model"": ""ford f150"", ""cigar"": ""pall mall""}, ""2"": {""name"": ""Arnold"", ""model"": ""tesla model 3"", ""cigar"": ""prince""}}",
lgp-test-5x3-17,True,True,0.0010,16,0,87,16,"{""1"": {""name"": ""Alice"", ""cigar"": ""dunhill"", ""sport"": ""swimming""}, ""2"": {""name"": ""Arnold"", ""cigar"": ""pall mall"", ""sport"": ""baseball""}, ""3"": {""name"": ""Peter"", ""sport"": ""basketball"", ""cigar"": ""prince""}, ""4"": {""name"": ""Bob"", ""cigar"": ""blends"", ""sport"": ""soccer""}, ""5"": {""name"": ""Eric"", ""cigar"": ""blue master"", ""sport"": ""tennis""}}",
lgp-test-6x5-23,True,True,0.0030,37,10,213,37,"{""1"": {""occupation"": ""engineer"", ""month"": ""feb"", ""house"": ""craftsman"", ""name"": ""Arnold"", ""smoothie"": ""cherry""}, ""2"": {""occupation"": ""nurse"", ""house"": ""mediterranean"", ""month"": ""jan"", ""smoothie"": ""lime"", ""name"": ""Bob""}, ""3"": {""name"": ""Eric"", ""month"": ""sept"", ""smoothie"": ""desert"", ""occupation"": ""lawyer"", ""house"": ""victorian""}, ""4"": {""house"": ""ranch"", ""occupation"": ""teacher"", ""month"": ""april"", ""smoothie"": ""dragonfruit"", ""name"": ""Peter""}, ""5"": {""name"": ""Alice"", ""house"": ""colonial"", ""occupation"": ""doctor"", ""smoothie"": ""watermelon"", ""month"": ""may""}, ""6"": {""occupation"": ""artist"", ""house"": ""modern"", ""name"": ""Carol"", ""smoothie"": ""blueberry"", ""month"": ""mar""}}",
lgp-test-4x2-6,True,True,0.0000,9,0,38,9,"{""1"": {""name"": ""Alice"", ""cigar"": ""dunhill""}, ""2"": {""name"": ""Arnold"", ""cigar"": ""pall mall""}, ""3"": {""name"": ""Eric"", ""cigar"": ""prince""}, ""4"": {""name"": ""Peter"", ""cigar"": ""blue master""}}",
lgp-test-3x6-20,True,True,0.0000,25,7,55,25,"{""1"": {""model"": ""samsung galaxy s21"", ""name"": ""Arnold"", ""color"": ""brown"", ""house"": ""victorian"", ""smoothie"": ""cherry"", ""height"": ""short""}, ""2"": {""model"": ""iphone 13"", ""name"": ""Eric"", ""color"": ""black"", ""smoothie"": ""watermelon"", ""house"": ""colonial"", ""height"": ""very short""}, ""3"": {""color"": ""blonde"", ""name"": ""Peter"", ""model"": ""google pixel 6"", ""smoothie"": ""desert"", ""house"": ""ranch"", ""height"": ""average""}}",
lgp-test-2x5-4,True,True,0.0000,11,0,17,11,"{""1"": {""name"": ""Arnold"", ""cigar"": ""prince"", ""nationalitie"": ""dane"", ""education"": ""associate"", ""model"": ""ford f150""}, ""2"": {""name"": ""Eric"", ""cigar"": ""pall mall"", ""nationalitie"": ""brit"", ""education"": ""high school"", ""model"": ""tesla model 3""}}",
lgp-test-4x4-11,True,True,0.0010,30,16,69,30,"{""1"": {""child"": ""Fred"", ""education"": ""bachelor"", ""name"": ""Peter"", ""animal"": ""bird""}, ""2"": {""child"": ""Bella"", ""animal"": ""cat"", ""education"": ""high school"", ""name"": ""Alice""}, ""3"": {""name"": ""Arnold"", ""child"": ""Samantha"", ""education"": ""master"", ""animal"": ""horse""}, ""4"": {""name"": ""Eric"", ""child"": ""Meredith"", ""education"": ""associate"", ""animal"": ""fish""}}",
lgp-test-6x2-2,True,True,0.0010,19,7,92,19,"{""1"": {""are"": ""Aniya"", ""name"": ""Alice""}, ""2"": {""name"": ""Eric"", ""are"": ""Holly""}, ""3"": {""are"": ""Sarah"", ""name"": ""Arnold""}, ""4"": {""name"": ""Peter"", ""are"": ""Penny""}, ""5"": {""are"": ""Janelle"", ""name"": ""Bob""}, ""6"": {""name"": ""Carol"", ""are"": ""Kailyn""}}",
lgp-test-6x4-20,True,True,0.0020,27,3,174,27,"{""1"": {""vacation"": ""beach"", ""month"": ""may"", ""name"": ""Peter"", ""color"": ""brown""}, ""2"": {""month"": ""jan"", ""name"": ""Arnold"", ""vacation"": ""cultural"", ""color"": ""blonde""}, ""3"": {""color"": ""gray"", ""month"": ""april"", ""vacation"": ""city"", ""name"": ""Bob""}, ""4"": {""name"": ""Eric"", ""month"": ""feb"", ""vacation"": ""mountain"", ""color"": ""auburn""}, ""5"": {""vacation"": ""cruise"", ""month"": ""sept"", ""color"": ""black"", ""name"": ""Alice""}, ""6"": {""month"": ""mar"", ""vacation"": ""camping"", ""name"": ""Carol"", ""color"": ""red""}}",
lgp-test-4x2-30,True,True,0.0000,9,0,37,9,"{""1"": {""name"": ""Alice"", ""lunch"": ""stew""}, ""2"": {""name"": ""Eric"", ""lunch"": ""spaghetti""}, ""3"": {""name"": ""Arnold"", ""lunch"": ""grilled cheese""}, ""4"": {""name"": ""Peter"", ""lunch"": ""pizza""}}",
lgp-test-6x5-25,True,True,0.0030,37,8,215,37,"{""1"": {""flower"": ""lilies"", ""name"": ""Bob"", ""smoothie"": ""lime"", ""occupation"": ""doctor"", ""sport"": ""tennis""}, ""2"": {""name"": ""Carol"", ""smoothie"": ""cherry"", ""occupation"": ""engineer"", ""sport"": ""baseball"", ""flower"": ""roses""}, ""3"": {""flower"": ""daffodils"", ""occupation"": ""artist"", ""name"": ""Alice"", ""smoothie"": ""blueberry"", ""sport"": ""swimming""}, ""4"": {""name"": ""Eric"", ""smoothie"": ""dragonfruit"", ""sport"": ""volleyball"", ""occupation"": ""lawyer"", ""flower"": ""iris""}, ""5"": {""name"": ""Arnold"", ""occupation"": ""teacher"", ""sport"": ""basketball"", ""smoothie"": ""watermelon"", ""flower"": ""carnations""}, ""6"": {""name"": ""Peter"", ""occupation"": ""nurse"", ""sport"": ""soccer"", ""flower"": ""tulips"", ""smoothie"": ""desert""}}",
lgp-test-5x4-23,True,False,0.0010,21,0,117,21,"{""1"": {""sport"": ""baseball"", ""education"": ""bachelor"", ""name"": ""Alice"", ""flower"": ""lilies""}, ""2"": {""education"": ""associate"", ""sport"": ""basketball"", ""name"": ""Peter"", ""flower"": ""tulips""}, ""3"": {""sport"": ""soccer"", ""education"": ""high school"", ""name"": ""Arnold"", ""flower"": ""daffodils""}, ""4"": {""sport"": ""swimming"", ""education"": ""doctorate"", ""flower"": ""carnations"", ""name"": ""Bob""}, ""5"": {""name"": ""Eric"", ""education"": ""master"", ""sport"": ""tennis"", ""flower"": ""roses""}}",
lgp-test-3x4-14,True,True,0.0000,13,0,32,13,"{""1"": {""name"": ""Eric"", ""are"": ""Aniya"", ""genre"": ""mystery"", ""pet"": ""dog""}, ""2"": {""name"": ""Arnold"", ""are"": ""Janelle"", ""genre"": ""romance"", ""pet"": ""fish""}, ""3"": {""name"": ""Peter"", ""are"": ""Holly"", ""genre"": ""science fiction"", ""pet"": ""cat""}}",
lgp-test-6x3-38,True,True,0.0010,19,2,125,19,"{""1"": {""name"": ""Eric"", ""color"": ""gray"", ""animal"": ""horse""}, ""2"": {""color"": ""brown"", ""name"": ""Arnold"", ""animal"": ""dog""}, ""3"": {""color"": ""red"", ""animal"": ""rabbit"", ""name"": ""Peter""}, ""4"": {""color"": ""blonde"", ""name"": ""Alice"", ""animal"": ""cat""}, ""5"": {""name"": ""Carol"", ""color"": ""auburn"", ""animal"": ""fish""}, ""6"": {""color"": ""black"", ""name"": ""Bob"", ""animal"": ""bird""}}",
lgp-test-3x2-12,True,True,0.0000,7,0,19,7,"{""1"": {""name"": ""Arnold"", ""color"": ""red""}, ""2"": {""name"": ""Eric"", ""color"": ""yellow""}, ""3"": {""name"": ""Peter"", ""color"": ""white""}}",
lgp-test-6x4-38,True,True,0.0040,76,66,164,76,"{""1"": {""name"": ""Eric"", ""hobby"": ""photography"", ""model"": ""tesla model 3"", ""house"": ""craftsman""}, ""2"": {""name"": ""Peter"", ""hobby"": ""cooking"", ""house"": ""mediterranean"", ""model"": ""bmw 3 series""}, ""3"": {""house"": ""victorian"", ""name"": ""Carol"", ""hobby"": ""gardening"", ""model"": ""ford f150""}, ""4"": {""name"": ""Bob"", ""model"": ""toyota camry"", ""hobby"": ""knitting"", ""house"": ""modern""}, ""5"": {""name"": ""Alice"", ""house"": ""ranch"", ""model"": ""chevrolet silverado"", ""hobby"": ""painting""}, ""6"": {""name"": ""Arnold"", ""hobby"": ""woodworking"", ""house"": ""colonial"", ""model"": ""honda civic""}}",
