id,grid_solution,steps
lgp-test-4x5-12,"{""header"": [""House"", ""House"", ""Model"", ""Name"", ""Nationalitie"", ""Smoothie""], ""rows"": [[""1"", ""victorian"", ""oneplus 9"", ""Alice"", ""dane"", ""desert""], [""2"", ""craftsman"", ""samsung galaxy s21"", ""Arnold"", ""brit"", ""watermelon""], [""3"", ""ranch"", ""iphone 13"", ""Eric"", ""norwegian"", ""dragonfruit""], [""4"", ""colonial"", ""google pixel 6"", ""Peter"", ""swede"", ""cherry""]]}",31
lgp-test-2x6-12,"{""header"": [""House"", ""Child"", ""Education"", ""House"", ""Name"", ""Occupation"", ""Vacation""], ""rows"": [[""1"", ""Bella"", ""associate"", ""victorian"", ""Eric"", ""doctor"", ""beach""], [""2"", ""Fred"", ""high school"", ""colonial"", ""Arnold"", ""engineer"", ""mountain""]]}",13
lgp-test-3x4-9,"{""header"": [""House"", ""Color"", ""Month"", ""Name"", ""Nationalitie""], ""rows"": [[""1"", ""yellow"", ""sept"", ""Eric"", ""swede""], [""2"", ""red"", ""april"", ""Arnold"", ""dane""], [""3"", ""white"", ""jan"", ""Peter"", ""brit""]]}",13
lgp-test-4x4-5,,1
lgp-test-3x5-9,"{""header"": [""House"", ""Animal"", ""Child"", ""Height"", ""Name"", ""Vacation""], ""rows"": [[""1"", ""horse"", ""Bella"", ""short"", ""Arnold"", ""mountain""], [""2"", ""bird"", ""Meredith"", ""very short"", ""Peter"", ""beach""], [""3"", ""cat"", ""Fred"", ""average"", ""Eric"", ""city""]]}",16
lgp-test-5x4-3,"{""header"": [""House"", ""Are"", ""Genre"", ""Lunch"", ""Name""], ""rows"": [[""1"", ""Kailyn"", ""pop"", ""pizza"", ""Arnold""], [""2"", ""Aniya"", ""hip hop"", ""grilled cheese"", ""Eric""], [""3"", ""Janelle"", ""classical"", ""stew"", ""Bob""], [""4"", ""Penny"", ""rock"", ""stir fry"", ""Peter""], [""5"", ""Holly"", ""jazz"", ""spaghetti"", ""Alice""]]}",84
lgp-test-3x4-38,"{""header"": [""House"", ""Drink"", ""Hobby"", ""Name"", ""Pet""], ""rows"": [[""1"", ""milk"", ""gardening"", ""Arnold"", ""dog""], [""2"", ""water"", ""photography"", ""Peter"", ""fish""], [""3"", ""tea"", ""cooking"", ""Eric"", ""cat""]]}",21
lgp-test-4x3-14,"{""header"": [""House"", ""Animal"", ""Hobby"", ""Name""], ""rows"": [[""1"", ""fish"", ""photography"", ""Alice""], [""2"", ""cat"", ""painting"", ""Peter""], [""3"", ""horse"", ""cooking"", ""Arnold""], [""4"", ""bird"", ""gardening"", ""Eric""]]}",13
lgp-test-3x3-9,"{""header"": [""House"", ""Color"", ""Lunch"", ""Name""], ""rows"": [[""1"", ""white"", ""pizza"", ""Arnold""], [""2"", ""red"", ""grilled cheese"", ""Peter""], [""3"", ""yellow"", ""spaghetti"", ""Eric""]]}",17
lgp-test-6x3-6,"{""header"": [""House"", ""House"", ""Name"", ""Nationalitie""], ""rows"": [[""1"", ""colonial"", ""Arnold"", ""brit""], [""2"", ""modern"", ""Peter"", ""chinese""], [""3"", ""ranch"", ""Alice"", ""swede""], [""4"", ""craftsman"", ""Bob"", ""german""], [""5"", ""mediterranean"", ""Carol"", ""dane""], [""6"", ""victorian"", ""Eric"", ""norwegian""]]}",78
lgp-test-3x3-39,"{""header"": [""House"", ""Flower"", ""House"", ""Name""], ""rows"": [[""1"", ""carnations"", ""ranch"", ""Arnold""], [""2"", ""lilies"", ""colonial"", ""Eric""], [""3"", ""daffodils"", ""victorian"", ""Peter""]]}",10
lgp-test-4x3-15,"{""header"": [""House"", ""Color"", ""House"", ""Name""], ""rows"": [[""1"", ""white"", ""craftsman"", ""Alice""], [""2"", ""red"", ""colonial"", ""Peter""], [""3"", ""green"", ""ranch"", ""Arnold""], [""4"", ""yellow"", ""victorian"", ""Eric""]]}",13
lgp-test-6x4-21,"{""header"": [""House"", ""Are"", ""House"", ""Model"", ""Name""], ""rows"": [[""1"", ""Janelle"", ""ranch"", ""bmw 3 series"", ""Bob""], [""2"", ""Penny"", ""craftsman"", ""chevrolet silverado"", ""Eric""], [""3"", ""Aniya"", ""victorian"", ""tesla model 3"", ""Carol""], [""4"", ""Sarah"", ""colonial"", ""honda civic"", ""Alice""], [""5"", ""Kailyn"", ""mediterranean"", ""ford f150"", ""Arnold""], [""6"", ""Holly"", ""modern"", ""toyota camry"", ""Peter""]]}",25
lgp-test-5x6-1,,0
lgp-test-4x5-27,"{""header"": [""House"", ""Child"", ""Color"", ""Height"", ""Name"", ""Vacation""], ""rows"": [[""1"", ""Fred"", ""yellow"", ""short"", ""Eric"", ""city""], [""2"", ""Bella"", ""red"", ""average"", ""Arnold"", ""cruise""], [""3"", ""Meredith"", ""green"", ""very short"", ""Alice"", ""beach""], [""4"", ""Samantha"", ""white"", ""tall"", ""Peter"", ""mountain""]]}",24
lgp-test-2x6-20,"{""header"": [""House"", ""Animal"", ""Color"", ""Genre"", ""Lunch"", ""Name"", ""Smoothie""], ""rows"": [[""1"", ""horse"", ""red"", ""science fiction"", ""pizza"", ""Eric"", ""cherry""], [""2"", ""cat"", ""yellow"", ""mystery"", ""grilled cheese"", ""Arnold"", ""desert""]]}",13
lgp-test-4x5-37,"{""header"": [""House"", ""House"", ""Name"", ""Occupation"", ""Smoothie"", ""Sport""], ""rows"": [[""1"", ""colonial"", ""Arnold"", ""doctor"", ""desert"", ""tennis""], [""2"", ""victorian"", ""Peter"", ""teacher"", ""cherry"", ""swimming""], [""3"", ""ranch"", ""Alice"", ""engineer"", ""watermelon"", ""soccer""], [""4"", ""craftsman"", ""Eric"", ""artist"", ""dragonfruit"", ""basketball""]]}",21
lgp-test-5x2-28,"{""header"": [""House"", ""Height"", ""Name""], ""rows"": [[""1"", ""very tall"", ""Bob""], [""2"", ""short"", ""Peter""], [""3"", ""average"", ""Eric""], [""4"", ""very short"", ""Arnold""], [""5"", ""tall"", ""Alice""]]}",11
lgp-test-4x2-23,"{""header"": [""House"", ""Cigar"", ""Name""], ""rows"": [[""1"", ""blue master"", ""Arnold""], [""2"", ""dunhill"", ""Eric""], [""3"", ""prince"", ""Alice""], [""4"", ""pall mall"", ""Peter""]]}",9
lgp-test-6x3-3,"{""header"": [""House"", ""Name"", ""Sport"", ""Vacation""], ""rows"": [[""1"", ""Carol"", ""tennis"", ""cruise""], [""2"", ""Bob"", ""swimming"", ""mountain""], [""3"", ""Arnold"", ""baseball"", ""beach""], [""4"", ""Alice"", ""basketball"", ""camping""], [""5"", ""Eric"", ""volleyball"", ""city""], [""6"", ""Peter"", ""soccer"", ""cultural""]]}",19
lgp-test-2x2-10,"{""header"": [""House"", ""Model"", ""Name""], ""rows"": [[""1"", ""ford f150"", ""Arnold""], [""2"", ""tesla model 3"", ""Eric""]]}",5
lgp-test-2x6-39,"{""header"": [""House"", ""Child"", ""Genre"", ""Name"", ""Smoothie"", ""Sport"", ""Vacation""], ""rows"": [[""1"", ""Fred"", ""mystery"", ""Arnold"", ""cherry"", ""soccer"", ""beach""], [""2"", ""Bella"", ""science fiction"", ""Eric"", ""desert"", ""basketball"", ""mountain""]]}",13
lgp-test-4x2-25,"{""header"": [""House"", ""Education"", ""Name""], ""rows"": [[""1"", ""high school"", ""Arnold""], [""2"", ""associate"", ""Alice""], [""3"", ""bachelor"", ""Eric""], [""4"", ""master"", ""Peter""]]}",9
lgp-test-4x5-14,"{""header"": [""House"", ""Are"", ""Education"", ""Height"", ""Name"", ""Smoothie""], ""rows"": [[""1"", ""Kailyn"", ""associate"", ""average"", ""Eric"", ""dragonfruit""], [""2"", ""Aniya"", ""bachelor"", ""short"", ""Peter"", ""cherry""], [""3"", ""Janelle"", ""master"", ""tall"", ""Alice"", ""desert""], [""4"", ""Holly"", ""high school"", ""very short"", ""Arnold"", ""watermelon""]]}",23
lgp-test-2x2-31,"{""header"": [""House"", ""Name"", ""Vacation""], ""rows"": [[""1"", ""Eric"", ""mountain""], [""2"", ""Arnold"", ""beach""]]}",5
lgp-test-4x6-19,"{""header"": [""House"", ""Color"", ""Flower"", ""Month"", ""Name"", ""Sport"", ""Vacation""], ""rows"": [[""1"", ""black"", ""lilies"", ""april"", ""Eric"", ""basketball"", ""city""], [""2"", ""brown"", ""daffodils"", ""feb"", ""Arnold"", ""swimming"", ""beach""], [""3"", ""blonde"", ""carnations"", ""jan"", ""Alice"", ""tennis"", ""cruise""], [""4"", ""red"", ""roses"", ""sept"", ""Peter"", ""soccer"", ""mountain""]]}",25
lgp-test-4x2-4,"{""header"": [""House"", ""Genre"", ""Name""], ""rows"": [[""1"", ""romance"", ""Peter""], [""2"", ""mystery"", ""Eric""], [""3"", ""fantasy"", ""Alice""], [""4"", ""science fiction"", ""Arnold""]]}",9
lgp-test-3x3-37,"{""header"": [""House"", ""Genre"", ""Hobby"", ""Name""], ""rows"": [[""1"", ""romance"", ""photography"", ""Peter""], [""2"", ""science fiction"", ""gardening"", ""Arnold""], [""3"", ""mystery"", ""cooking"", ""Eric""]]}",10
lgp-test-4x3-4,"{""header"": [""House"", ""Color"", ""Name"", ""Vacation""], ""rows"": [[""1"", ""yellow"", ""Eric"", ""beach""], [""2"", ""white"", ""Alice"", ""cruise""], [""3"", ""green"", ""Peter"", ""mountain""], [""4"", ""red"", ""Arnold"", ""city""]]}",26
lgp-test-5x6-11,"{""header"": [""House"", ""Education"", ""Hobby"", ""Month"", ""Name"", ""Occupation"", ""Sport""], ""rows"": [[""1"", ""master"", ""knitting"", ""jan"", ""Arnold"", ""lawyer"", ""basketball""], [""2"", ""doctorate"", ""painting"", ""mar"", ""Peter"", ""artist"", ""swimming""], [""3"", ""high school"", ""cooking"", ""april"", ""Alice"", ""doctor"", ""baseball""], [""4"", ""associate"", ""gardening"", ""feb"", ""Bob"", ""teacher"", ""soccer""], [""5"", ""bachelor"", ""photography"", ""sept"", ""Eric"", ""engineer"", ""tennis""]]}",69
lgp-test-3x6-12,"{""header"": [""House"", ""Are"", ""Child"", ""Lunch"", ""Month"", ""Name"", ""Smoothie""], ""rows"": [[""1"", ""Aniya"", ""Bella"", ""grilled cheese"", ""april"", ""Arnold"", ""desert""], [""2"", ""Janelle"", ""Meredith"", ""spaghetti"", ""jan"", ""Peter"", ""cherry""], [""3"", ""Holly"", ""Fred"", ""pizza"", ""sept"", ""Eric"", ""watermelon""]]}",19
lgp-test-5x5-2,"{""header"": [""House"", ""Animal"", ""Genre"", ""Month"", ""Name"", ""Vacation""], ""rows"": [[""1"", ""bird"", ""biography"", ""jan"", ""Arnold"", ""beach""], [""2"", ""horse"", ""science fiction"", ""sept"", ""Peter"", ""cruise""], [""3"", ""cat"", ""romance"", ""feb"", ""Bob"", ""city""], [""4"", ""fish"", ""fantasy"", ""mar"", ""Eric"", ""mountain""], [""5"", ""dog"", ""mystery"", ""april"", ""Alice"", ""camping""]]}",387
lgp-test-4x2-0,"{""header"": [""House"", ""Name"", ""Occupation""], ""rows"": [[""1"", ""Arnold"", ""engineer""], [""2"", ""Eric"", ""artist""], [""3"", ""Alice"", ""teacher""], [""4"", ""Peter"", ""doctor""]]}",9
lgp-test-2x3-38,"{""header"": [""House"", ""Color"", ""Name"", ""Pet""], ""rows"": [[""1"", ""brown"", ""Arnold"", ""cat""], [""2"", ""black"", ""Eric"", ""dog""]]}",7
lgp-test-4x5-17,,8
lgp-test-4x6-15,"{""header"": [""House"", ""Color"", ""Flower"", ""Genre"", ""Lunch"", ""Name"", ""Vacation""], ""rows"": [[""1"", ""blonde"", ""carnations"", ""science fiction"", ""stew"", ""Alice"", ""beach""], [""2"", ""brown"", ""lilies"", ""mystery"", ""pizza"", ""Arnold"", ""cruise""], [""3"", ""black"", ""roses"", ""romance"", ""grilled cheese"", ""Peter"", ""city""], [""4"", ""red"", ""daffodils"", ""fantasy"", ""spaghetti"", ""Eric"", ""mountain""]]}",29
lgp-test-4x5-28,"{""header"": [""House"", ""Lunch"", ""Model"", ""Month"", ""Name"", ""Occupation""], ""rows"": [[""1"", ""grilled cheese"", ""toyota camry"", ""april"", ""Peter"", ""engineer""], [""2"", ""stew"", ""ford f150"", ""feb"", ""Arnold"", ""artist""], [""3"", ""pizza"", ""honda civic"", ""sept"", ""Eric"", ""teacher""], [""4"", ""spaghetti"", ""tesla model 3"", ""jan"", ""Alice"", ""doctor""]]}",37
lgp-test-5x4-30,"{""header"": [""House"", ""Are"", ""Child"", ""Name"", ""Sport""], ""rows"": [[""1"", ""Penny"", ""Timothy"", ""Alice"", ""swimming""], [""2"", ""Janelle"", ""Meredith"", ""Arnold"", ""basketball""], [""3"", ""Kailyn"", ""Samantha"", ""Eric"", ""baseball""], [""4"", ""Holly"", ""Fred"", ""Peter"", ""tennis""], [""5"", ""Aniya"", ""Bella"", ""Bob"", ""soccer""]]}",21
lgp-test-2x3-1,"{""header"": [""House"", ""Animal"", ""Model"", ""Name""], ""rows"": [[""1"", ""horse"", ""ford f150"", ""Eric""], [""2"", ""cat"", ""tesla model 3"", ""Arnold""]]}",7
lgp-test-6x4-5,"{""header"": [""House"", ""Genre"", ""Model"", ""Name""], ""rows"": [[""1"", ""biography"", ""huawei p50"", ""Peter""], [""2"", ""historical fiction"", ""iphone 13"", ""Arnold""], [""3"", ""science fiction"", ""xiaomi mi 11"", ""Alice""], [""4"", ""mystery"", ""samsung galaxy s21"", ""Eric""], [""5"", ""fantasy"", ""oneplus 9"", ""Bob""], [""6"", ""romance"", ""google pixel 6"", ""Carol""]]}",22
lgp-test-5x2-32,"{""header"": [""House"", ""Name"", ""Occupation""], ""rows"": [[""1"", ""Arnold"", ""lawyer""], [""2"", ""Alice"", ""doctor""], [""3"", ""Peter"", ""artist""], [""4"", ""Bob"", ""engineer""], [""5"", ""Eric"", ""teacher""]]}",11
lgp-test-6x3-18,"{""header"": [""House"", ""Are"", ""Name"", ""Pet""], ""rows"": [[""1"", ""Penny"", ""Bob"", ""dog""], [""2"", ""Sarah"", ""Peter"", ""fish""], [""3"", ""Janelle"", ""Arnold"", ""cat""], [""4"", ""Holly"", ""Alice"", ""bird""], [""5"", ""Aniya"", ""Carol"", ""hamster""], [""6"", ""Kailyn"", ""Eric"", ""rabbit""]]}",36
lgp-test-2x5-19,"{""header"": [""House"", ""Child"", ""Genre"", ""Model"", ""Name""], ""rows"": [[""1"", ""Bella"", ""pop"", ""iphone 13"", ""Eric""], [""2"", ""Fred"", ""rock"", ""samsung galaxy s21"", ""Arnold""]]}",9
lgp-test-3x6-25,,0
lgp-test-4x3-16,"{""header"": [""House"", ""Child"", ""House"", ""Name""], ""rows"": [[""1"", ""Fred"", ""colonial"", ""Alice""], [""2"", ""Bella"", ""victorian"", ""Arnold""], [""3"", ""Meredith"", ""craftsman"", ""Eric""], [""4"", ""Samantha"", ""ranch"", ""Peter""]]}",14
lgp-test-6x5-12,"{""header"": [""House"", ""Genre"", ""Hobby"", ""Name"", ""Nationalitie"", ""Smoothie""], ""rows"": [[""1"", ""jazz"", ""cooking"", ""Carol"", ""chinese"", ""watermelon""], [""2"", ""pop"", ""painting"", ""Eric"", ""swede"", ""dragonfruit""], [""3"", ""hip hop"", ""gardening"", ""Peter"", ""norwegian"", ""desert""], [""4"", ""country"", ""knitting"", ""Alice"", ""german"", ""blueberry""], [""5"", ""rock"", ""photography"", ""Bob"", ""brit"", ""lime""], [""6"", ""classical"", ""woodworking"", ""Arnold"", ""dane"", ""cherry""]]}",31
lgp-test-6x2-13,"{""header"": [""House"", ""House"", ""Name""], ""rows"": [[""1"", ""victorian"", ""Bob""], [""2"", ""modern"", ""Eric""], [""3"", ""colonial"", ""Arnold""], [""4"", ""mediterranean"", ""Peter""], [""5"", ""craftsman"", ""Carol""], [""6"", ""ranch"", ""Alice""]]}",13
lgp-test-2x5-20,"{""header"": [""House"", ""Color"", ""Month"", ""Name"", ""Occupation"", ""Sport""], ""rows"": [[""1"", ""brown"", ""april"", ""Eric"", ""doctor"", ""soccer""], [""2"", ""black"", ""sept"", ""Arnold"", ""engineer"", ""basketball""]]}",11
lgp-test-5x2-24,"{""header"": [""House"", ""Name"", ""Smoothie""], ""rows"": [[""1"", ""Peter"", ""cherry""], [""2"", ""Eric"", ""lime""], [""3"", ""Alice"", ""dragonfruit""], [""4"", ""Arnold"", ""desert""], [""5"", ""Bob"", ""watermelon""]]}",11
lgp-test-3x5-0,"{""header"": [""House"", ""Genre"", ""Height"", ""Month"", ""Name"", ""Smoothie""], ""rows"": [[""1"", ""science fiction"", ""short"", ""april"", ""Eric"", ""watermelon""], [""2"", ""romance"", ""average"", ""jan"", ""Peter"", ""desert""], [""3"", ""mystery"", ""very short"", ""sept"", ""Arnold"", ""cherry""]]}",16
lgp-test-5x4-28,"{""header"": [""House"", ""House"", ""Name"", ""Smoothie"", ""Vacation""], ""rows"": [[""1"", ""ranch"", ""Peter"", ""cherry"", ""city""], [""2"", ""victorian"", ""Eric"", ""watermelon"", ""beach""], [""3"", ""colonial"", ""Bob"", ""dragonfruit"", ""cruise""], [""4"", ""craftsman"", ""Arnold"", ""desert"", ""mountain""], [""5"", ""modern"", ""Alice"", ""lime"", ""camping""]]}",45
lgp-test-4x3-17,"{""header"": [""House"", ""Education"", ""Genre"", ""Name""], ""rows"": [[""1"", ""associate"", ""jazz"", ""Eric""], [""2"", ""master"", ""rock"", ""Alice""], [""3"", ""high school"", ""pop"", ""Peter""], [""4"", ""bachelor"", ""classical"", ""Arnold""]]}",13
lgp-test-6x3-33,"{""header"": [""House"", ""Genre"", ""Month"", ""Name""], ""rows"": [[""1"", ""pop"", ""may"", ""Peter""], [""2"", ""classical"", ""mar"", ""Bob""], [""3"", ""country"", ""april"", ""Alice""], [""4"", ""jazz"", ""feb"", ""Arnold""], [""5"", ""rock"", ""jan"", ""Eric""], [""6"", ""hip hop"", ""sept"", ""Carol""]]}",19
lgp-test-3x5-6,"{""header"": [""House"", ""Cigar"", ""Model"", ""Name"", ""Occupation"", ""Sport""], ""rows"": [[""1"", ""prince"", ""ford f150"", ""Peter"", ""doctor"", ""basketball""], [""2"", ""blue master"", ""toyota camry"", ""Arnold"", ""engineer"", ""tennis""], [""3"", ""pall mall"", ""tesla model 3"", ""Eric"", ""teacher"", ""soccer""]]}",16
lgp-test-2x5-6,"{""header"": [""House"", ""Flower"", ""Genre"", ""Lunch"", ""Name"", ""Smoothie""], ""rows"": [[""1"", ""carnations"", ""science fiction"", ""grilled cheese"", ""Eric"", ""cherry""], [""2"", ""daffodils"", ""mystery"", ""pizza"", ""Arnold"", ""desert""]]}",11
lgp-test-2x5-12,"{""header"": [""House"", ""Child"", ""Name"", ""Occupation"", ""Sport"", ""Vacation""], ""rows"": [[""1"", ""Bella"", ""Arnold"", ""doctor"", ""basketball"", ""beach""], [""2"", ""Fred"", ""Eric"", ""engineer"", ""soccer"", ""mountain""]]}",11
lgp-test-6x2-17,"{""header"": [""House"", ""Model"", ""Name""], ""rows"": [[""1"", ""bmw 3 series"", ""Arnold""], [""2"", ""ford f150"", ""Peter""], [""3"", ""tesla model 3"", ""Bob""], [""4"", ""chevrolet silverado"", ""Alice""], [""5"", ""honda civic"", ""Carol""], [""6"", ""toyota camry"", ""Eric""]]}",13
lgp-test-3x6-37,"{""header"": [""House"", ""Animal"", ""Are"", ""Color"", ""Genre"", ""Name"", ""Smoothie""], ""rows"": [[""1"", ""horse"", ""Holly"", ""yellow"", ""rock"", ""Arnold"", ""desert""], [""2"", ""bird"", ""Janelle"", ""red"", ""classical"", ""Peter"", ""watermelon""], [""3"", ""cat"", ""Aniya"", ""white"", ""pop"", ""Eric"", ""cherry""]]}",19
lgp-test-6x4-35,"{""header"": [""House"", ""House"", ""Name"", ""Occupation"", ""Sport""], ""rows"": [[""1"", ""victorian"", ""Alice"", ""lawyer"", ""swimming""], [""2"", ""craftsman"", ""Arnold"", ""engineer"", ""volleyball""], [""3"", ""ranch"", ""Peter"", ""artist"", ""baseball""], [""4"", ""colonial"", ""Carol"", ""doctor"", ""soccer""], [""5"", ""mediterranean"", ""Eric"", ""nurse"", ""basketball""], [""6"", ""modern"", ""Bob"", ""teacher"", ""tennis""]]}",26
lgp-test-6x6-33,"{""header"": [""House"", ""Flower"", ""Hobby"", ""Name"", ""Nationalitie"", ""Pet"", ""Smoothie""], ""rows"": [[""1"", ""carnations"", ""knitting"", ""Peter"", ""norwegian"", ""dog"", ""dragonfruit""], [""2"", ""tulips"", ""painting"", ""Alice"", ""german"", ""bird"", ""blueberry""], [""3"", ""lilies"", ""photography"", ""Bob"", ""dane"", ""rabbit"", ""watermelon""], [""4"", ""iris"", ""woodworking"", ""Arnold"", ""brit"", ""fish"", ""lime""], [""5"", ""daffodils"", ""cooking"", ""Carol"", ""swede"", ""hamster"", ""cherry""], [""6"", ""roses"", ""gardening"", ""Eric"", ""chinese"", ""cat"", ""desert""]]}",158
lgp-test-4x2-15,"{""header"": [""House"", ""Genre"", ""Name""], ""rows"": [[""1"", ""science fiction"", ""Peter""], [""2"", ""fantasy"", ""Eric""], [""3"", ""mystery"", ""Alice""], [""4"", ""romance"", ""Arnold""]]}",9
lgp-test-4x6-35,,0
lgp-test-3x3-18,"{""header"": [""House"", ""Genre"", ""Hobby"", ""Name""], ""rows"": [[""1"", ""pop"", ""cooking"", ""Eric""], [""2"", ""rock"", ""photography"", ""Arnold""], [""3"", ""classical"", ""gardening"", ""Peter""]]}",15
lgp-test-3x4-33,"{""header"": [""House"", ""House"", ""Name"", ""Nationalitie"", ""Pet""], ""rows"": [[""1"", ""ranch"", ""Arnold"", ""dane"", ""cat""], [""2"", ""colonial"", ""Eric"", ""swede"", ""dog""], [""3"", ""victorian"", ""Peter"", ""brit"", ""fish""]]}",13
lgp-test-4x2-9,"{""header"": [""House"", ""Name"", ""Occupation""], ""rows"": [[""1"", ""Eric"", ""teacher""], [""2"", ""Alice"", ""doctor""], [""3"", ""Arnold"", ""engineer""], [""4"", ""Peter"", ""artist""]]}",9
lgp-test-2x6-2,"{""header"": [""House"", ""Cigar"", ""Color"", ""Drink"", ""Model"", ""Name"", ""Smoothie""], ""rows"": [[""1"", ""prince"", ""red"", ""water"", ""ford f150"", ""Eric"", ""desert""], [""2"", ""pall mall"", ""yellow"", ""tea"", ""tesla model 3"", ""Arnold"", ""cherry""]]}",13
lgp-test-3x4-24,"{""header"": [""House"", ""Are"", ""Height"", ""Name"", ""Sport""], ""rows"": [[""1"", ""Janelle"", ""average"", ""Peter"", ""tennis""], [""2"", ""Aniya"", ""very short"", ""Arnold"", ""basketball""], [""3"", ""Holly"", ""short"", ""Eric"", ""soccer""]]}",13
lgp-test-3x4-6,"{""header"": [""House"", ""Color"", ""Model"", ""Name"", ""Smoothie""], ""rows"": [[""1"", ""blonde"", ""tesla model 3"", ""Eric"", ""cherry""], [""2"", ""black"", ""toyota camry"", ""Arnold"", ""desert""], [""3"", ""brown"", ""ford f150"", ""Peter"", ""watermelon""]]}",13
lgp-test-5x3-4,"{""header"": [""House"", ""Color"", ""Flower"", ""Name""], ""rows"": [[""1"", ""blue"", ""daffodils"", ""Bob""], [""2"", ""red"", ""lilies"", ""Eric""], [""3"", ""white"", ""tulips"", ""Arnold""], [""4"", ""yellow"", ""roses"", ""Peter""], [""5"", ""green"", ""carnations"", ""Alice""]]}",20
lgp-test-5x2-35,"{""header"": [""House"", ""Model"", ""Name""], ""rows"": [[""1"", ""tesla model 3"", ""Eric""], [""2"", ""ford f150"", ""Peter""], [""3"", ""bmw 3 series"", ""Arnold""], [""4"", ""toyota camry"", ""Bob""], [""5"", ""honda civic"", ""Alice""]]}",11
lgp-test-3x5-33,"{""header"": [""House"", ""Drink"", ""Flower"", ""Name"", ""Occupation"", ""Vacation""], ""rows"": [[""1"", ""tea"", ""daffodils"", ""Arnold"", ""engineer"", ""beach""], [""2"", ""milk"", ""lilies"", ""Peter"", ""doctor"", ""mountain""], [""3"", ""water"", ""carnations"", ""Eric"", ""teacher"", ""city""]]}",16
